Date,Open,High,Low,Close,Adj Close,Volume
2021-11-04,3000.919922,3011.560059,2978.070068,2983.219971,2983.219971,771700.0
2021-11-05,3003.530029,3003.530029,2953.959961,2969.27002,2969.27002,687400.0
2021-11-08,2965.360107,2968.179932,2930.899902,2960.199951,2960.199951,559600.0
2021-11-09,2958.149902,2987.280029,2949.169922,2962.459961,2962.459961,707800.0
2021-11-10,2947.459961,2958.610107,2924.360107,2930.169922,2930.169922,567300.0
2021-11-11,2911.409912,2925.189941,2903.719971,2924.919922,2924.919922,571900.0
2021-11-12,2945.949951,2973.840088,2938.27002,2968.800049,2968.800049,665000.0
2021-11-15,2989.679932,3003.709961,2979.959961,2999.52002,2999.52002,638900.0
2021-11-16,2995.679932,3011.879883,2985.340088,2997.209961,2997.209961,579000.0
2021-11-17,3004.02002,3004.669922,2957.699951,2962.419922,2962.419922,540700.0
2021-11-18,2959.26001,2964.47998,2937.530029,2947.379883,2947.379883,541100.0
2021-11-19,2951.060059,2974.639893,2948.070068,2971.02002,2971.02002,656300.0
2021-11-22,2983.379883,3018.01001,2980.72998,3013.25,3013.25,531000.0
2021-11-23,3013.159912,3016.360107,2992.139893,2997.330078,2997.330078,524200.0
2021-11-24,3006.340088,3017.899902,2981.02002,2994.290039,2994.290039,556600.0
2021-11-25,2996.73999,2996.73999,2973.23999,2980.27002,2980.27002,595400.0
2021-11-26,2973.040039,2985.77002,2930.310059,2936.439941,2936.439941,594700.0
2021-11-29,2906.149902,2930.219971,2890.780029,2909.320068,2909.320068,841700.0
2021-11-30,2932.709961,2942.929932,2822.72998,2839.01001,2839.01001,982400.0
2021-12-01,2860.120117,2905.73999,2837.030029,2899.719971,2899.719971,563100.0
2021-12-02,2874.639893,2945.27002,2874.639893,2945.27002,2945.27002,533700.0
2021-12-03,2935.929932,2975.439941,2927.550049,2968.330078,2968.330078,486100.0
2021-12-06,2954.820068,2983.5,2932.48999,2973.25,2973.25,479400.0
2021-12-07,2973.840088,2992.310059,2960.899902,2991.719971,2991.719971,540900.0
2021-12-08,3017.929932,3036.129883,2995.340088,3001.800049,3001.800049,487800.0
2021-12-09,3007.0,3029.570068,3001.550049,3029.570068,3029.570068,513000.0
2021-12-10,3008.699951,3017.639893,2998.290039,3010.22998,3010.22998,451200.0
2021-12-13,3019.669922,3043.830078,3000.51001,3001.659912,3001.659912,375400.0
2021-12-14,2983.949951,3001.699951,2976.159912,2987.949951,2987.949951,581200.0
2021-12-15,2979.830078,2992.300049,2973.0,2989.389893,2989.389893,432500.0
2021-12-16,3013.26001,3018.199951,2989.629883,3006.409912,3006.409912,402400.0
2021-12-17,2985.199951,3017.72998,2984.189941,3017.72998,3017.72998,451400.0
2021-12-20,3001.330078,3001.330078,2962.070068,2963.0,2963.0,377100.0
2021-12-21,2981.669922,2984.560059,2955.899902,2975.030029,2975.030029,410500.0
2021-12-22,2993.5,3000.790039,2976.649902,2984.47998,2984.47998,461400.0
2021-12-23,2998.02002,3000.699951,2980.909912,2998.169922,2998.169922,483300.0
2021-12-24,3009.47998,3025.77002,3009.47998,3012.429932,3012.429932,537500.0
2021-12-27,3013.939941,3017.310059,2999.300049,2999.550049,2999.550049,475000.0
2021-12-28,3006.77002,3020.290039,2991.550049,3020.23999,3020.23999,607000.0
2021-12-29,3002.899902,3007.719971,2988.669922,2993.290039,2993.290039,545800.0
2021-12-30,2999.75,3005.360107,2975.73999,2977.649902,2977.649902,460600.0
2022-01-04,2991.969971,2995.25,2973.080078,2989.23999,2989.23999,621200.0
2022-01-05,2984.050049,2986.199951,2936.72998,2953.969971,2953.969971,786900.0
2022-01-06,2925.399902,2952.540039,2915.379883,2920.530029,2920.530029,785500.0
2022-01-07,2933.780029,2959.030029,2933.100098,2954.889893,2954.889893,545800.0
2022-01-10,2947.370117,2951.120117,2910.899902,2926.719971,2926.719971,477000.0
2022-01-11,2930.929932,2943.570068,2909.820068,2927.379883,2927.379883,565800.0
2022-01-12,2950.780029,2972.580078,2950.310059,2972.47998,2972.47998,519000.0
2022-01-13,2979.909912,2982.139893,2958.389893,2962.090088,2962.090088,604600.0
2022-01-14,2937.610107,2944.969971,2914.72998,2921.919922,2921.919922,532300.0
2022-01-17,2918.550049,2919.669922,2875.97998,2890.100098,2890.100098,592900.0
2022-01-18,2898.97998,2902.790039,2857.26001,2864.23999,2864.23999,553700.0
2022-01-19,2840.340088,2871.790039,2832.179932,2842.280029,2842.280029,463400.0
2022-01-20,2842.280029,2862.699951,2830.969971,2862.679932,2862.679932,395400.0
2022-01-21,2837.48999,2847.949951,2817.110107,2834.290039,2834.290039,532500.0
2022-01-24,2823.76001,2828.110107,2780.679932,2792.0,2792.0,473600.0
2022-01-25,2786.409912,2789.620117,2703.98999,2720.389893,2720.389893,639400.0
2022-01-26,2729.75,2744.139893,2708.100098,2709.23999,2709.23999,471800.0
2022-01-27,2709.23999,2722.860107,2614.48999,2614.48999,2614.48999,487100.0
2022-01-28,2617.870117,2668.590088,2591.530029,2663.340088,2663.340088,433700.0
2022-02-03,2706.340088,2735.340088,2702.780029,2707.820068,2707.820068,435300.0
2022-02-04,2714.830078,2751.800049,2712.870117,2750.26001,2750.26001,535900.0
2022-02-07,2750.699951,2750.699951,2718.939941,2745.060059,2745.060059,417600.0
2022-02-08,2767.76001,2779.850098,2726.719971,2746.469971,2746.469971,559600.0
2022-02-09,2772.629883,2773.379883,2753.51001,2768.850098,2768.850098,538700.0
2022-02-10,2787.439941,2788.27002,2761.76001,2771.929932,2771.929932,509300.0
2022-02-11,2739.139893,2766.699951,2735.080078,2747.709961,2747.709961,480300.0
2022-02-14,2715.100098,2724.719971,2688.23999,2704.47998,2704.47998,616000.0
2022-02-15,2712.449951,2716.449951,2665.469971,2676.540039,2676.540039,588700.0
2022-02-16,2719.610107,2730.429932,2711.340088,2729.679932,2729.679932,422100.0
2022-02-17,2735.110107,2770.659912,2711.98999,2744.090088,2744.090088,611000.0
2022-02-18,2714.52002,2747.080078,2711.879883,2744.52002,2744.52002,512900.0
2022-02-21,2706.649902,2746.620117,2694.899902,2743.800049,2743.800049,495000.0
2022-02-22,2705.080078,2721.840088,2690.090088,2706.790039,2706.790039,648100.0
2022-02-23,2727.429932,2729.560059,2705.310059,2719.530029,2719.530029,537700.0
2022-02-24,2689.280029,2694.550049,2642.629883,2648.800049,2648.800049,925900.0
2022-02-25,2678.469971,2694.810059,2665.959961,2676.76001,2676.76001,664100.0
2022-02-28,2663.0,2699.179932,2658.25,2699.179932,2699.179932,613300.0
2022-03-02,2698.310059,2716.459961,2692.23999,2703.52002,2703.52002,527800.0
2022-03-03,2729.860107,2748.209961,2726.350098,2747.080078,2747.080078,614300.0
2022-03-04,2736.580078,2736.580078,2702.340088,2713.429932,2713.429932,765300.0
2022-03-07,2680.169922,2680.169922,2644.100098,2651.310059,2651.310059,571300.0
2022-03-08,2617.330078,2647.179932,2605.810059,2622.399902,2622.399902,540100.0
2022-03-10,2660.860107,2682.790039,2660.860107,2680.320068,2680.320068,613500.0
2022-03-11,2665.949951,2672.620117,2647.280029,2661.280029,2661.280029,796500.0
2022-03-14,2654.929932,2661.76001,2633.310059,2645.649902,2645.649902,635900.0
2022-03-15,2630.310059,2641.969971,2615.080078,2621.530029,2621.530029,603700.0
2022-03-16,2649.850098,2659.899902,2630.030029,2659.22998,2659.22998,736000.0
2022-03-17,2703.27002,2714.0,2694.51001,2694.51001,2694.51001,545500.0
2022-03-18,2695.639893,2708.159912,2688.709961,2707.02002,2707.02002,643500.0
2022-03-21,2717.810059,2717.810059,2683.689941,2686.050049,2686.050049,502000.0
2022-03-22,2686.679932,2712.139893,2686.580078,2710.0,2710.0,489100.0
2022-03-23,2727.120117,2742.27002,2720.830078,2735.050049,2735.050049,883000.0
2022-03-24,2716.25,2729.659912,2705.139893,2729.659912,2729.659912,959600.0
2022-03-25,2740.830078,2740.949951,2722.360107,2729.97998,2729.97998,599800.0
2022-03-28,2721.219971,2737.459961,2707.73999,2729.560059,2729.560059,768000.0
2022-03-29,2745.620117,2754.179932,2733.219971,2741.070068,2741.070068,726700.0
2022-03-30,2758.310059,2760.600098,2740.02002,2746.73999,2746.73999,837800.0
2022-03-31,2743.23999,2765.199951,2743.199951,2757.649902,2757.649902,1029500.0
2022-04-01,2745.850098,2745.850098,2729.679932,2739.850098,2739.850098,1305000.0
2022-04-04,2729.860107,2758.379883,2722.449951,2757.899902,2757.899902,1022500.0
2022-04-05,2765.5,2769.179932,2750.5,2759.199951,2759.199951,1605600.0
2022-04-06,2739.070068,2747.850098,2730.659912,2735.030029,2735.030029,1321300.0
2022-04-07,2714.699951,2718.5,2693.360107,2695.860107,2695.860107,998200.0
2022-04-08,2706.639893,2712.0,2685.52002,2700.389893,2700.389893,948000.0
2022-04-11,2687.540039,2711.02002,2683.959961,2693.100098,2693.100098,742100.0
2022-04-12,2674.169922,2685.080078,2658.399902,2666.76001,2666.76001,870000.0
2022-04-13,2677.530029,2717.629883,2672.600098,2716.48999,2716.48999,732000.0
2022-04-14,2719.340088,2720.300049,2702.610107,2716.709961,2716.709961,664800.0
2022-04-15,2695.52002,2705.409912,2685.01001,2696.060059,2696.060059,693700.0
2022-04-18,2685.040039,2701.110107,2681.370117,2693.209961,2693.209961,1024600.0
2022-04-19,2707.76001,2723.97998,2705.320068,2718.889893,2718.889893,1256100.0
2022-04-20,2718.48999,2724.459961,2702.840088,2718.689941,2718.689941,1735700.0
2022-04-21,2725.709961,2737.540039,2725.040039,2728.209961,2728.209961,1002600.0
2022-04-22,2704.719971,2708.580078,2690.47998,2704.709961,2704.709961,1239400.0
2022-04-25,2676.669922,2680.350098,2657.040039,2657.129883,2657.129883,1017600.0
2022-04-26,2674.0,2678.050049,2663.830078,2668.310059,2668.310059,889600.0
2022-04-27,2630.580078,2641.820068,2615.5,2639.060059,2639.060059,1071800.0
2022-04-28,2656.540039,2667.48999,2638.370117,2667.48999,2667.48999,898900.0
2022-04-29,2669.179932,2696.100098,2664.060059,2695.050049,2695.050049,975000.0
2022-05-02,2669.209961,2689.909912,2667.850098,2687.449951,2687.449951,873400.0
2022-05-03,2690.159912,2702.100098,2680.459961,2680.459961,2680.459961,883100.0
2022-05-04,2690.449951,2696.030029,2667.22998,2677.570068,2677.570068,1180500.0
2022-05-06,2650.889893,2652.51001,2635.969971,2644.51001,2644.51001,1333600.0
2022-05-10,2590.129883,2602.75,2553.01001,2596.560059,2596.560059,840900.0
2022-05-11,2586.52002,2599.110107,2579.090088,2592.27002,2592.27002,679300.0
2022-05-12,2569.5,2591.570068,2546.800049,2550.080078,2550.080078,899900.0
2022-05-13,2570.01001,2605.840088,2565.959961,2604.23999,2604.23999,788300.0
2022-05-16,2624.689941,2629.199951,2593.610107,2596.580078,2596.580078,780000.0
2022-05-17,2603.580078,2621.840088,2603.580078,2620.439941,2620.439941,873000.0
2022-05-18,2634.75,2644.129883,2618.0,2625.97998,2625.97998,869300.0
2022-05-19,2576.23999,2597.790039,2568.540039,2592.340088,2592.340088,676900.0
2022-05-20,2605.780029,2641.679932,2605.379883,2639.290039,2639.290039,752400.0
2022-05-23,2651.629883,2653.870117,2634.290039,2647.379883,2647.379883,641900.0
2022-05-24,2638.939941,2646.98999,2605.870117,2605.870117,2605.870117,850700.0
2022-05-25,2621.75,2630.169922,2602.939941,2617.219971,2617.219971,710200.0
2022-05-26,2616.98999,2641.909912,2602.01001,2612.449951,2612.449951,595300.0
2022-05-27,2640.75,2644.709961,2631.48999,2638.050049,2638.050049,590500.0
2022-05-30,2662.310059,2672.73999,2654.179932,2669.659912,2669.659912,469300.0
2022-05-31,2666.879883,2685.899902,2654.320068,2685.899902,2685.899902,670700.0
2022-06-02,2670.73999,2674.0,2653.590088,2658.98999,2658.98999,524900.0
2022-06-03,2679.570068,2681.51001,2663.0,2670.649902,2670.649902,562200.0
2022-06-07,2659.27002,2662.040039,2622.780029,2626.340088,2626.340088,524300.0
2022-06-08,2633.530029,2639.52002,2621.959961,2626.149902,2626.149902,576000.0
2022-06-09,2618.919922,2627.879883,2606.610107,2625.439941,2625.439941,814500.0
2022-06-10,2596.370117,2602.800049,2583.73999,2595.870117,2595.870117,723800.0
2022-06-13,2550.209961,2550.320068,2504.51001,2504.51001,2504.51001,659800.0
2022-06-14,2472.959961,2503.169922,2457.389893,2492.969971,2492.969971,671200.0
2022-06-15,2490.01001,2495.540039,2436.040039,2447.379883,2447.379883,713800.0
2022-06-16,2481.659912,2500.360107,2447.330078,2451.409912,2451.409912,583800.0
2022-06-17,2409.719971,2441.340088,2396.469971,2440.929932,2440.929932,634200.0
2022-06-20,2449.889893,2449.889893,2372.350098,2391.030029,2391.030029,592100.0
2022-06-21,2402.98999,2423.47998,2385.600098,2408.929932,2408.929932,479400.0
2022-06-22,2417.110107,2418.050049,2342.810059,2342.810059,2342.810059,531800.0
2022-06-23,2347.840088,2361.22998,2306.47998,2314.320068,2314.320068,749200.0
2022-06-24,2327.110107,2373.47998,2319.98999,2366.600098,2366.600098,654100.0
2022-06-27,2383.199951,2418.939941,2365.860107,2401.919922,2401.919922,509700.0
2022-06-28,2405.199951,2422.100098,2393.959961,2422.090088,2422.090088,564700.0
2022-06-29,2387.100098,2393.25,2375.449951,2377.98999,2377.98999,422100.0
2022-06-30,2368.570068,2368.570068,2332.590088,2332.639893,2332.639893,515000.0
2022-07-01,2342.919922,2354.969971,2291.48999,2305.419922,2305.419922,530100.0
2022-07-04,2310.72998,2318.310059,2276.629883,2300.340088,2300.340088,467700.0
2022-07-05,2322.110107,2344.080078,2309.620117,2341.780029,2341.780029,323600.0
2022-07-06,2330.110107,2332.139893,2290.330078,2292.01001,2292.01001,410600.0
2022-07-07,2308.969971,2344.139893,2307.899902,2334.27002,2334.27002,340000.0
2022-07-08,2352.48999,2367.840088,2348.73999,2350.610107,2350.610107,411200.0
2022-07-11,2357.429932,2363.26001,2337.820068,2340.27002,2340.27002,376900.0
2022-07-12,2330.879883,2333.02002,2303.73999,2317.76001,2317.76001,379000.0
2022-07-13,2324.449951,2341.189941,2312.48999,2328.610107,2328.610107,308400.0
2022-07-14,2316.409912,2338.290039,2307.689941,2322.320068,2322.320068,348900.0
2022-07-15,2335.120117,2337.300049,2293.449951,2330.97998,2330.97998,319300.0
2022-07-18,2350.47998,2376.5,2344.120117,2375.25,2375.25,324100.0
2022-07-19,2367.52002,2372.73999,2359.590088,2370.969971,2370.969971,339200.0
2022-07-20,2406.290039,2410.060059,2382.649902,2386.850098,2386.850098,333000.0
2022-07-21,2387.909912,2411.959961,2387.909912,2409.159912,2409.159912,295500.0
2022-07-22,2405.370117,2417.909912,2391.47998,2393.139893,2393.139893,381400.0
2022-07-25,2385.649902,2412.469971,2385.649902,2403.689941,2403.689941,322900.0
2022-07-26,2397.27002,2415.389893,2395.169922,2412.959961,2412.959961,415100.0
2022-07-27,2412.52002,2415.530029,2396.189941,2415.530029,2415.530029,333400.0
2022-07-28,2437.570068,2443.429932,2429.070068,2435.27002,2435.27002,490900.0
2022-07-29,2453.530029,2463.050049,2442.01001,2451.5,2451.5,499000.0
2022-08-01,2444.050049,2461.399902,2437.129883,2452.25,2452.25,487000.0
2022-08-02,2451.0,2451.070068,2428.76001,2439.620117,2439.620117,549800.0
2022-08-03,2438.560059,2461.449951,2433.120117,2461.449951,2461.449951,475200.0
2022-08-04,2478.439941,2478.949951,2465.320068,2473.110107,2473.110107,398500.0
2022-08-05,2481.429932,2497.580078,2480.050049,2490.800049,2490.800049,409400.0
2022-08-08,2481.169922,2494.0,2477.76001,2493.100098,2493.100098,418100.0
2022-08-09,2493.570068,2506.48999,2481.360107,2503.459961,2503.459961,454200.0
2022-08-10,2493.699951,2494.149902,2478.209961,2480.879883,2480.879883,479300.0
2022-08-11,2507.73999,2523.780029,2506.409912,2523.780029,2523.780029,505100.0
2022-08-12,2519.659912,2533.199951,2514.310059,2527.939941,2527.939941,445100.0
2022-08-16,2543.050049,2546.350098,2532.199951,2533.52002,2533.52002,398100.0
2022-08-17,2536.570068,2543.149902,2512.01001,2516.469971,2516.469971,417800.0
2022-08-18,2499.300049,2515.370117,2488.090088,2508.050049,2508.050049,381400.0
2022-08-19,2510.719971,2510.719971,2492.689941,2492.689941,2492.689941,459700.0
2022-08-22,2467.379883,2475.77002,2457.080078,2462.5,2462.5,422400.0
2022-08-23,2449.310059,2454.550049,2431.830078,2435.340088,2435.340088,471000.0
2022-08-24,2446.179932,2454.01001,2430.689941,2447.449951,2447.449951,423300.0
2022-08-25,2459.790039,2477.26001,2455.320068,2477.26001,2477.26001,426000.0
2022-08-26,2489.139893,2497.76001,2476.75,2481.030029,2481.030029,519900.0
2022-08-29,2432.060059,2432.889893,2417.01001,2426.889893,2426.889893,447200.0
2022-08-30,2441.209961,2453.909912,2433.47998,2450.929932,2450.929932,336200.0
2022-08-31,2433.469971,2473.75,2426.139893,2472.050049,2472.050049,435900.0
2022-09-01,2443.0,2443.610107,2415.610107,2415.610107,2415.610107,579300.0
2022-09-02,2427.699951,2432.370117,2402.669922,2409.409912,2409.409912,391400.0
2022-09-05,2410.070068,2424.77002,2392.629883,2403.679932,2403.679932,354700.0
2022-09-06,2409.719971,2422.530029,2399.26001,2410.02002,2410.02002,294100.0
2022-09-07,2395.659912,2398.399902,2365.350098,2376.459961,2376.459961,377900.0
2022-09-08,2393.27002,2394.060059,2379.060059,2384.280029,2384.280029,423600.0
2022-09-13,2418.590088,2453.949951,2418.590088,2449.540039,2449.540039,366900.0
2022-09-14,2390.469971,2418.419922,2381.5,2411.419922,2411.419922,461300.0
2022-09-15,2416.01001,2421.629883,2401.830078,2401.830078,2401.830078,423900.0
2022-09-16,2387.560059,2395.100098,2371.110107,2382.780029,2382.780029,440300.0
2022-09-19,2388.72998,2389.850098,2352.76001,2355.659912,2355.659912,403700.0
2022-09-20,2373.639893,2382.52002,2359.840088,2367.850098,2367.850098,419200.0
2022-09-21,2351.540039,2360.27002,2341.790039,2347.209961,2347.209961,378000.0
2022-09-22,2319.699951,2335.110107,2309.100098,2332.310059,2332.310059,446600.0
2022-09-23,2331.330078,2334.060059,2285.709961,2290.0,2290.0,446300.0
2022-09-26,2260.800049,2260.800049,2215.360107,2220.939941,2220.939941,621400.0
2022-09-27,2224.389893,2227.350098,2197.899902,2223.860107,2223.860107,487600.0
2022-09-28,2206.149902,2223.560059,2151.600098,2169.290039,2169.290039,595700.0
2022-09-29,2197.75,2210.610107,2170.139893,2170.929932,2170.929932,508200.0
2022-09-30,2161.110107,2177.199951,2134.77002,2155.48999,2155.48999,950000.0
2022-10-04,2189.51001,2212.379883,2180.840088,2209.379883,2209.379883,420700.0
2022-10-05,2248.850098,2253.929932,2204.030029,2215.219971,2215.219971,855400.0
2022-10-06,2230.429932,2250.870117,2223.360107,2237.860107,2237.860107,642700.0
2022-10-07,2217.840088,2245.879883,2215.080078,2232.840088,2232.840088,428500.0
2022-10-11,2193.02002,2193.050049,2174.060059,2192.070068,2192.070068,859100.0
2022-10-12,2191.350098,2205.02002,2181.649902,2202.469971,2202.469971,658000.0
2022-10-13,2198.290039,2198.340088,2162.870117,2162.870117,2162.870117,792200.0
2022-10-14,2200.659912,2220.540039,2193.629883,2212.550049,2212.550049,512900.0
2022-10-17,2187.169922,2221.050049,2177.659912,2219.709961,2219.709961,498500.0
2022-10-18,2249.149902,2251.73999,2220.709961,2249.949951,2249.949951,580700.0
2022-10-19,2249.350098,2266.800049,2234.590088,2237.439941,2237.439941,895000.0
2022-10-20,2225.530029,2231.52002,2200.439941,2218.090088,2218.090088,1108000.0
2022-10-21,2210.590088,2224.040039,2204.639893,2213.120117,2213.120117,637400.0
2022-10-24,2248.26001,2256.669922,2229.850098,2236.159912,2236.159912,444700.0
2022-10-25,2237.040039,2253.23999,2230.75,2235.070068,2235.070068,456700.0
2022-10-26,2240.699951,2258.110107,2234.48999,2249.560059,2249.560059,563300.0
2022-10-27,2266.070068,2290.560059,2262.02002,2288.780029,2288.780029,587700.0
2022-10-28,2276.72998,2292.649902,2266.439941,2268.399902,2268.399902,427100.0
2022-10-31,2293.75,2295.51001,2273.72998,2293.610107,2293.610107,401300.0
2022-11-01,2301.580078,2335.570068,2297.570068,2335.219971,2335.219971,597100.0
